eps,pointer_fraction,residual,val_q25_mean,val_q25_std,null95_mean,excess_mean,excess_min
0.0,1.0,2.8161169518804465e-17,0.9627644269813365,0.024744458121591588,0.00014727826138698943,0.9626171487199494,0.9246854579011238
0.1,0.9853187506158244,0.1220655561573371,0.7744578589499908,0.04710815957154945,0.00014349555762797244,0.7743143633923628,0.6865362335932754
0.2,0.9437523593808984,0.2441311123146741,0.5330155207642906,0.03682860897308709,0.0001358125456306149,0.5328797082186599,0.49065719702235305
0.4,0.8074935400516795,0.4882622246293482,0.1308990328558779,0.013337406676336316,0.0001393534530357546,0.13075967940284214,0.11314242449105003
0.7,0.5780012716027975,0.8544588931013593,0.006598890440493175,0.005826813936117575,0.0001442321377280312,0.006454658302765144,0.0010757086743179223
1.0,0.40160642570281135,1.22065556157337,0.00029788709448074434,0.00031981987796682256,0.00014732489169383883,0.00015056220278690549,-0.0001528340025305805
